ANO_SAEB;CO_UF;NO_UF;DEPENDENCIA_ADM;LOCALIZACAO;CAPITAL;TX_ALFABETIZADO;MEDIA_2_LP;MEDIA_2_MT
2021;31;Minas Gerais;Total - Federal, Estadual, Municipal e Privada;Urbana;Capital;58,97;744,59;749,53
2021;31;Minas Gerais;Total - Federal, Estadual, Municipal e Privada;Urbana;Interior;48,15;727,61;748,02
2021;31;Minas Gerais;Total - Federal, Estadual, Municipal e Privada;Rural;Total;23,39;664,54;670,66
2021;31;Minas Gerais;Total - Federal, Estadual, Municipal e Privada;Rural;Interior;23,39;664,54;670,66
2021;31;Minas Gerais;Federal;Total;Total;65,56;755,91;755,36
2021;31;Minas Gerais;Federal;Total;Capital;75,75;771,7;763,36
2021;31;Minas Gerais;Federal;Total;Interior;57,38;743,22;748,93
2021;31;Minas Gerais;Federal;Urbana;Total;65,56;755,91;755,36
2021;31;Minas Gerais;Federal;Urbana;Capital;75,75;771,7;763,36
2021;31;Minas Gerais;Federal;Urbana;Interior;57,38;743,22;748,93
2021;31;Minas Gerais;Federal;Rural;Total;0;;
2021;31;Minas Gerais;Federal;Rural;Interior;0;;
2021;31;Minas Gerais;Estadual;Total;Total;44,91;718,77;732,14
2021;31;Minas Gerais;Estadual;Total;Capital;56,25;742,6;744,34
2021;31;Minas Gerais;Estadual;Total;Interior;43,32;715,43;730,43
2021;31;Minas Gerais;Estadual;Urbana;Total;44,46;718,34;731,17
2021;31;Minas Gerais;Estadual;Urbana;Capital;56,25;742,6;744,34
2021;31;Minas Gerais;Estadual;Urbana;Interior;42,76;714,85;729,28
2021;31;Minas Gerais;Estadual;Rural;Total;64,29;737,06;773,12
2021;31;Minas Gerais;Estadual;Rural;Interior;64,29;737,06;773,12
2021;31;Minas Gerais;Municipal;Total;Total;42,51;719,8;743,48
2021;31;Minas Gerais;Municipal;Total;Capital;29,55;700,11;715,17
2021;31;Minas Gerais;Municipal;Total;Interior;43,39;721,13;745,4
2021;31;Minas Gerais;Municipal;Urbana;Total;44,09;723,96;749,01
2021;31;Minas Gerais;Municipal;Urbana;Capital;29,55;700,11;715,17
2021;31;Minas Gerais;Municipal;Urbana;Interior;45,15;725,68;751,46
2021;31;Minas Gerais;Municipal;Rural;Total;17,6;654,28;656,31
2021;31;Minas Gerais;Municipal;Rural;Interior;17,6;654,28;656,31
2021;31;Minas Gerais;Privada;Total;Total;80,78;772,44;772,8
2021;31;Minas Gerais;Privada;Total;Capital;96,59;799,66;795,23
2021;31;Minas Gerais;Privada;Total;Interior;75,48;763,3;765,27
2021;31;Minas Gerais;Privada;Urbana;Total;80,79;772,46;772,82
2021;31;Minas Gerais;Privada;Urbana;Capital;96,59;799,66;795,23
2021;31;Minas Gerais;Privada;Urbana;Interior;75,48;763,31;765,28
2021;31;Minas Gerais;Privada;Rural;Total;75;758,77;756,27
2021;31;Minas Gerais;Privada;Rural;Interior;75;758,77;756,27
2021;31;Minas Gerais;Total - Estadual e Municipal;Total;Total;43,14;719,53;740,5
2021;31;Minas Gerais;Total - Estadual e Municipal;Total;Capital;40,45;717,47;727,08
2021;31;Minas Gerais;Total - Estadual e Municipal;Total;Interior;43,37;719,71;741,65
2021;31;Minas Gerais;Total - Estadual e Municipal;Urbana;Total;44,19;722,44;744,19
2021;31;Minas Gerais;Total - Estadual e Municipal;Urbana;Capital;40,45;717,47;727,08
2021;31;Minas Gerais;Total - Estadual e Municipal;Urbana;Interior;44,53;722,89;745,75
2021;31;Minas Gerais;Total - Estadual e Municipal;Rural;Total;23,24;664,27;670,42
2021;31;Minas Gerais;Total - Estadual e Municipal;Rural;Interior;23,24;664,27;670,42
2021;31;Minas Gerais;Total - Federal, Estadual e Municipal;Total;Total;43,17;719,57;740,52
2021;31;Minas Gerais;Total - Federal, Estadual e Municipal;Total;Capital;40,68;717,81;727,31
2021;31;Minas Gerais;Total - Federal, Estadual e Municipal;Total;Interior;43,38;719,72;741,66
2021;31;Minas Gerais;Total - Federal, Estadual e Municipal;Urbana;Total;44,22;722,48;744,21
2021;31;Minas Gerais;Total - Federal, Estadual e Municipal;Urbana;Capital;40,68;717,81;727,31
2021;31;Minas Gerais;Total - Federal, Estadual e Municipal;Urbana;Interior;44,54;722,91;745,75
2021;31;Minas Gerais;Total - Federal, Estadual e Municipal;Rural;Total;23,24;664,27;670,42
2021;31;Minas Gerais;Total - Federal, Estadual e Municipal;Rural;Interior;23,24;664,27;670,42
2021;41;Paraná;Total - Federal, Estadual, Municipal e Privada;Total;Total;45,47;730,65;743,72
2021;41;Paraná;Total - Federal, Estadual, Municipal e Privada;Total;Capital;41,11;719,13;735,2
2021;41;Paraná;Total - Federal, Estadual, Municipal e Privada;Total;Interior;46,19;732,57;745,13
2021;41;Paraná;Total - Federal, Estadual, Municipal e Privada;Urbana;Total;46,44;731,63;743,8
2021;41;Paraná;Total - Federal, Estadual, Municipal e Privada;Urbana;Capital;41,11;719,13;735,2
2021;41;Paraná;Total - Federal, Estadual, Municipal e Privada;Urbana;Interior;47,38;733,83;745,31
2021;41;Paraná;Total - Federal, Estadual, Municipal e Privada;Rural;Total;24,96;710,05;741,93
2021;41;Paraná;Total - Federal, Estadual, Municipal e Privada;Rural;Interior;24,96;710,05;741,93
2021;41;Paraná;Federal;Total;Total;0;;
2021;41;Paraná;Federal;Total;Capital;0;;
2021;41;Paraná;Federal;Total;Interior;0;;
2021;41;Paraná;Federal;Urbana;Total;0;;
2021;41;Paraná;Federal;Urbana;Capital;0;;
2021;41;Paraná;Federal;Urbana;Interior;0;;
2021;41;Paraná;Federal;Rural;Total;0;;
2021;41;Paraná;Federal;Rural;Interior;0;;
2021;41;Paraná;Estadual;Total;Total;51,86;745,21;757,51
2021;41;Paraná;Estadual;Total;Capital;0;;
2021;41;Paraná;Estadual;Total;Interior;51,86;745,21;757,51
2021;41;Paraná;Estadual;Urbana;Total;63,27;757,15;756,56
2021;41;Paraná;Estadual;Urbana;Capital;0;;
2021;41;Paraná;Estadual;Urbana;Interior;63,27;757,15;756,56
2021;41;Paraná;Estadual;Rural;Total;39,13;731,88;758,57
2021;41;Paraná;Estadual;Rural;Interior;39,13;731,88;758,57
2021;41;Paraná;Municipal;Total;Total;39,51;724,13;739,12
2021;41;Paraná;Municipal;Total;Capital;18,05;692,53;717,18
2021;41;Paraná;Municipal;Total;Interior;42,41;728,4;742,08
2021;41;Paraná;Municipal;Urbana;Total;40,34;724,94;738,99
2021;41;Paraná;Municipal;Urbana;Capital;18,05;692,53;717,18
2021;41;Paraná;Municipal;Urbana;Interior;43,53;729,59;742,11
2021;41;Paraná;Municipal;Rural;Total;24,34;709,25;741,47
2021;41;Paraná;Municipal;Rural;Interior;24,34;709,25;741,47
2021;41;Paraná;Privada;Total;Total;83,22;771,91;772,79
2021;41;Paraná;Privada;Total;Capital;100;787,04;781,23
2021;41;Paraná;Privada;Total;Interior;76,18;765,56;769,24
2021;41;Paraná;Privada;Urbana;Total;83,21;771,88;772,78
2021;41;Paraná;Privada;Urbana;Capital;100;787,04;781,23
2021;41;Paraná;Privada;Urbana;Interior;76,14;765,5;769,22
2021;41;Paraná;Privada;Rural;Total;88,1;784,38;775,04
2021;41;Paraná;Privada;Rural;Interior;88,1;784,38;775,04
2021;41;Paraná;Total - Estadual e Municipal;Total;Total;39,53;724,16;739,14
2021;41;Paraná;Total - Estadual e Municipal;Total;Capital;18,05;692,53;717,18
2021;41;Paraná;Total - Estadual e Municipal;Total;Interior;42,43;728,43;742,11
2021;41;Paraná;Total - Estadual e Municipal;Urbana;Total;40,36;724,97;739
2021;41;Paraná;Total - Estadual e Municipal;Urbana;Capital;18,05;692,53;717,18
2021;41;Paraná;Total - Estadual e Municipal;Urbana;Interior;43,55;729,61;742,13
2021;41;Paraná;Total - Estadual e Municipal;Rural;Total;24,55;709,57;741,72
2021;41;Paraná;Total - Estadual e Municipal;Rural;Interior;24,55;709,57;741,72
2021;41;Paraná;Total - Federal, Estadual e Municipal;Total;Total;39,53;724,16;739,14
2021;41;Paraná;Total - Federal, Estadual e Municipal;Total;Capital;18,05;692,53;717,18
2021;41;Paraná;Total - Federal, Estadual e Municipal;Total;Interior;42,43;728,43;742,11
2021;41;Paraná;Total - Federal, Estadual e Municipal;Urbana;Total;40,36;724,97;739
2021;41;Paraná;Total - Federal, Estadual e Municipal;Urbana;Capital;18,05;692,53;717,18
2021;41;Paraná;Total - Federal, Estadual e Municipal;Urbana;Interior;43,55;729,61;742,13
2021;41;Paraná;Total - Federal, Estadual e Municipal;Rural;Total;24,55;709,57;741,72
2021;41;Paraná;Total - Federal, Estadual e Municipal;Rural;Interior;24,55;709,57;741,72
2021;25;Paraíba;Total - Federal, Estadual, Municipal e Privada;Total;Total;46,66;725,63;747,1
2021;25;Paraíba;Total - Federal, Estadual, Municipal e Privada;Total;Capital;49,88;738,71;745,37
2021;25;Paraíba;Total - Federal, Estadual, Municipal e Privada;Total;Interior;45,8;722,13;747,56
2021;25;Paraíba;Total - Federal, Estadual, Municipal e Privada;Urbana;Total;48,84;728,71;750,88
2021;25;Paraíba;Total - Federal, Estadual, Municipal e Privada;Urbana;Capital;49,88;738,71;745,37
2021;25;Paraíba;Total - Federal, Estadual, Municipal e Privada;Urbana;Interior;48,52;725,61;752,59
2021;25;Paraíba;Total - Federal, Estadual, Municipal e Privada;Rural;Total;28,75;700,25;716
2021;25;Paraíba;Total - Federal, Estadual, Municipal e Privada;Rural;Interior;28,75;700,25;716
2021;25;Paraíba;Federal;Total;Total;57,49;739,56;793,92
2021;25;Paraíba;Federal;Total;Capital;57,49;739,56;793,92
2021;25;Paraíba;Federal;Total;Interior;0;;
2021;25;Paraíba;Federal;Urbana;Total;57,49;739,56;793,92
2021;25;Paraíba;Federal;Urbana;Capital;57,49;739,56;793,92
2021;25;Paraíba;Federal;Urbana;Interior;0;;
2021;25;Paraíba;Estadual;Total;Total;32,44;699,93;734,28
2021;25;Paraíba;Estadual;Total;Capital;46,88;724,3;752,35
2021;25;Paraíba;Estadual;Total;Interior;22,43;683,03;721,75
2021;25;Paraíba;Estadual;Urbana;Total;34,27;702,36;734,9
2021;25;Paraíba;Estadual;Urbana;Capital;46,88;724,3;752,35
2021;25;Paraíba;Estadual;Urbana;Interior;24,28;684,96;721,07
2021;25;Paraíba;Estadual;Rural;Total;9,52;669,56;726,51
2021;25;Paraíba;Estadual;Rural;Interior;9,52;669,56;726,51
2021;25;Paraíba;Municipal;Total;Total;39,65;713,57;745,82
2021;25;Paraíba;Municipal;Total;Capital;35,65;720,05;722,77
2021;25;Paraíba;Municipal;Total;Interior;40,37;712,4;749,99
2021;25;Paraíba;Municipal;Urbana;Total;41,44;715,74;751,06
2021;25;Paraíba;Municipal;Urbana;Capital;35,65;720,05;722,77
2021;25;Paraíba;Municipal;Urbana;Interior;42,71;714,79;757,26
2021;25;Paraíba;Municipal;Rural;Total;29,2;700,95;715,32
2021;25;Paraíba;Municipal;Rural;Interior;29,2;700,95;715,32
2021;25;Paraíba;Privada;Total;Total;70,48;766,87;753,55
2021;25;Paraíba;Privada;Total;Capital;69,88;767,96;773,42
2021;25;Paraíba;Privada;Total;Interior;70,78;766,32;743,62
2021;25;Paraíba;Privada;Urbana;Total;70,5;766,9;753,57
2021;25;Paraíba;Privada;Urbana;Capital;69,88;767,96;773,42
2021;25;Paraíba;Privada;Urbana;Interior;70,81;766,36;743,59
2021;25;Paraíba;Privada;Rural;Total;64,52;759;749,12
2021;25;Paraíba;Privada;Rural;Interior;64,52;759;749,12
2021;25;Paraíba;Total - Estadual e Municipal;Total;Total;39,14;712,6;745
2021;25;Paraíba;Total - Estadual e Municipal;Total;Capital;37,55;720,77;727,78
2021;25;Paraíba;Total - Estadual e Municipal;Total;Interior;39,46;710,91;748,56
2021;25;Paraíba;Total - Estadual e Municipal;Urbana;Total;40,9;714,72;749,83
2021;25;Paraíba;Total - Estadual e Municipal;Urbana;Capital;37,55;720,77;727,78
2021;25;Paraíba;Total - Estadual e Municipal;Urbana;Interior;41,73;713,2;755,33
2021;25;Paraíba;Total - Estadual e Municipal;Rural;Total;28,47;699,79;715,74
2021;25;Paraíba;Total - Estadual e Municipal;Rural;Interior;28,47;699,79;715,74
2021;25;Paraíba;Total - Federal, Estadual e Municipal;Total;Total;39,16;712,64;745,07
2021;25;Paraíba;Total - Federal, Estadual e Municipal;Total;Capital;37,72;720,92;728,32
2021;25;Paraíba;Total - Federal, Estadual e Municipal;Total;Interior;39,46;710,91;748,56
2021;25;Paraíba;Total - Federal, Estadual e Municipal;Urbana;Total;40,92;714,76;749,9
2021;25;Paraíba;Total - Federal, Estadual e Municipal;Urbana;Capital;37,72;720,92;728,32
2021;25;Paraíba;Total - Federal, Estadual e Municipal;Urbana;Interior;41,73;713,2;755,33
2021;25;Paraíba;Total - Federal, Estadual e Municipal;Rural;Total;28,47;699,79;715,74
2021;25;Paraíba;Total - Federal, Estadual e Municipal;Rural;Interior;28,47;699,79;715,74
2021;15;Pará;Total - Federal, Estadual, Municipal e Privada;Total;Total;39,87;718,17;726,49
2021;15;Pará;Total - Federal, Estadual, Municipal e Privada;Total;Capital;38,36;709,24;709,92
2021;15;Pará;Total - Federal, Estadual, Municipal e Privada;Total;Interior;40,12;719,65;729,23
2021;15;Pará;Total - Federal, Estadual, Municipal e Privada;Urbana;Total;44,4;725,13;728,14
2021;15;Pará;Total - Federal, Estadual, Municipal e Privada;Urbana;Capital;38,49;709,47;709,94
2021;15;Pará;Total - Federal, Estadual, Municipal e Privada;Urbana;Interior;45,62;728,38;731,92
2021;15;Pará;Total - Federal, Estadual, Municipal e Privada;Rural;Total;18,85;685,86;718,83
2021;15;Pará;Total - Federal, Estadual, Municipal e Privada;Rural;Capital;9,26;658,84;706
2021;15;Pará;Total - Federal, Estadual, Municipal e Privada;Rural;Interior;18,89;685,95;718,88
2021;15;Pará;Federal;Total;Total;0;;
2021;15;Pará;Federal;Total;Capital;0;;
2021;15;Pará;Federal;Total;Interior;0;;
2021;15;Pará;Federal;Urbana;Total;0;;
2021;15;Pará;Federal;Urbana;Capital;0;;
2021;15;Pará;Federal;Urbana;Interior;0;;
2021;15;Pará;Federal;Rural;Total;0;;
2021;15;Pará;Federal;Rural;Interior;0;;
2021;15;Pará;Estadual;Total;Total;25,54;699,73;708,6
2021;15;Pará;Estadual;Total;Capital;22,44;692,93;703,79
2021;15;Pará;Estadual;Total;Interior;33,48;717,16;720,91
2021;15;Pará;Estadual;Urbana;Total;25,64;699,82;708,62
2021;15;Pará;Estadual;Urbana;Capital;22,44;692,93;703,79
2021;15;Pará;Estadual;Urbana;Interior;33,99;717,8;721,21
2021;15;Pará;Estadual;Rural;Total;4;679,26;703,73
2021;15;Pará;Estadual;Rural;Capital;0;;
2021;15;Pará;Estadual;Rural;Interior;4;679,26;703,73
2021;15;Pará;Municipal;Total;Total;37,6;714,88;724,78
2021;15;Pará;Municipal;Total;Capital;23,94;686,3;701,4
2021;15;Pará;Municipal;Total;Interior;38,6;716,98;726,49
2021;15;Pará;Municipal;Urbana;Total;42,82;722,97;726,46
2021;15;Pará;Municipal;Urbana;Capital;24,11;686,63;701,35
2021;15;Pará;Municipal;Urbana;Interior;44,58;726,4;728,83
2021;15;Pará;Municipal;Rural;Total;18,67;685,54;718,67
2021;15;Pará;Municipal;Rural;Capital;9,26;658,84;706
2021;15;Pará;Municipal;Rural;Interior;18,7;685,63;718,72
2021;15;Pará;Privada;Total;Total;63,54;751,15;748,35
2021;15;Pará;Privada;Total;Capital;79,38;763,17;730,04
2021;15;Pará;Privada;Total;Interior;56;745,43;757,06
2021;15;Pará;Privada;Urbana;Total;63,55;751,14;748,3
2021;15;Pará;Privada;Urbana;Capital;79,38;763,17;730,04
2021;15;Pará;Privada;Urbana;Interior;55,94;745,36;757,08
2021;15;Pará;Privada;Rural;Total;61,54;751,46;755,54
2021;15;Pará;Privada;Rural;Interior;61,54;751,46;755,54
2021;15;Pará;Total - Estadual e Municipal;Total;Total;36,69;713,73;723,55
2021;15;Pará;Total - Estadual e Municipal;Total;Capital;23,25;689,38;702,51
2021;15;Pará;Total - Estadual e Municipal;Total;Interior;38,48;716,98;726,36
2021;15;Pará;Total - Estadual e Municipal;Urbana;Total;41,2;720,79;724,78
2021;15;Pará;Total - Estadual e Municipal;Urbana;Capital;23,33;689,57;702,49
2021;15;Pará;Total - Estadual e Municipal;Urbana;Interior;44,26;726,13;728,59
2021;15;Pará;Total - Estadual e Municipal;Rural;Total;18,64;685,53;718,65
2021;15;Pará;Total - Estadual e Municipal;Rural;Capital;9,26;658,84;706
2021;15;Pará;Total - Estadual e Municipal;Rural;Interior;18,67;685,62;718,69
2021;15;Pará;Total - Federal, Estadual e Municipal;Total;Total;36,69;713,73;723,55
2021;15;Pará;Total - Federal, Estadual e Municipal;Total;Capital;23,25;689,38;702,51
2021;15;Pará;Total - Federal, Estadual e Municipal;Total;Interior;38,48;716,98;726,36
2021;15;Pará;Total - Federal, Estadual e Municipal;Urbana;Total;41,2;720,79;724,78
2021;15;Pará;Total - Federal, Estadual e Municipal;Urbana;Capital;23,33;689,57;702,49
2021;15;Pará;Total - Federal, Estadual e Municipal;Urbana;Interior;44,26;726,13;728,59
2021;15;Pará;Total - Federal, Estadual e Municipal;Rural;Total;18,64;685,53;718,65
2021;15;Pará;Total - Federal, Estadual e Municipal;Rural;Capital;9,26;658,84;706
2021;15;Pará;Total - Federal, Estadual e Municipal;Rural;Interior;18,67;685,62;718,69
2021;26;Pernambuco;Total - Federal, Estadual, Municipal e Privada;Total;Total;44,15;719,84;749,35
2021;26;Pernambuco;Total - Federal, Estadual, Municipal e Privada;Total;Capital;45,96;719,7;733,56
2021;26;Pernambuco;Total - Federal, Estadual, Municipal e Privada;Total;Interior;43,81;719,86;752,31
2021;26;Pernambuco;Total - Federal, Estadual, Municipal e Privada;Urbana;Total;43,73;718,29;745,27
2021;26;Pernambuco;Total - Federal, Estadual, Municipal e Privada;Urbana;Capital;45,96;719,7;733,56
2021;26;Pernambuco;Total - Federal, Estadual, Municipal e Privada;Urbana;Interior;43,23;717,97;747,89
2021;26;Pernambuco;Total - Federal, Estadual, Municipal e Privada;Rural;Total;46,78;729,52;774,85
2021;26;Pernambuco;Total - Federal, Estadual, Municipal e Privada;Rural;Interior;46,78;729,52;774,85
2021;26;Pernambuco;Federal;Total;Total;0;;
2021;26;Pernambuco;Federal;Total;Capital;0;;
2021;26;Pernambuco;Federal;Total;Interior;0;;
2021;26;Pernambuco;Federal;Urbana;Total;0;;
2021;26;Pernambuco;Federal;Urbana;Capital;0;;
2021;26;Pernambuco;Federal;Urbana;Interior;0;;
2021;26;Pernambuco;Federal;Rural;Total;0;;
2021;26;Pernambuco;Federal;Rural;Interior;0;;
2021;26;Pernambuco;Estadual;Total;Total;68,72;756,65;780,38
2021;26;Pernambuco;Estadual;Total;Capital;96,43;779,66;775,39
2021;26;Pernambuco;Estadual;Total;Interior;58,77;748,38;782,17
2021;26;Pernambuco;Estadual;Urbana;Total;68,72;756,65;780,38
2021;26;Pernambuco;Estadual;Urbana;Capital;96,43;779,66;775,39
2021;26;Pernambuco;Estadual;Urbana;Interior;58,77;748,38;782,17
2021;26;Pernambuco;Estadual;Rural;Total;0;;
2021;26;Pernambuco;Estadual;Rural;Interior;0;;
2021;26;Pernambuco;Municipal;Total;Total;27,48;699,91;741,39
2021;26;Pernambuco;Municipal;Total;Capital;20,72;678,74;702,03
2021;26;Pernambuco;Municipal;Total;Interior;28,43;702,89;746,93
2021;26;Pernambuco;Municipal;Urbana;Total;23,01;693,13;733,45
2021;26;Pernambuco;Municipal;Urbana;Capital;20,72;678,74;702,03
2021;26;Pernambuco;Municipal;Urbana;Interior;23,43;695,71;739,09
2021;26;Pernambuco;Municipal;Rural;Total;46,57;728,94;775,36
2021;26;Pernambuco;Municipal;Rural;Interior;46,57;728,94;775,36
2021;26;Pernambuco;Privada;Total;Total;84,82;768,38;768,63
2021;26;Pernambuco;Privada;Total;Capital;77,14;770,46;772,67
2021;26;Pernambuco;Privada;Total;Interior;87,26;767,72;767,34
2021;26;Pernambuco;Privada;Urbana;Total;85,2;768,6;768,78
2021;26;Pernambuco;Privada;Urbana;Capital;77,14;770,46;772,67
2021;26;Pernambuco;Privada;Urbana;Interior;87,81;768;767,52
2021;26;Pernambuco;Privada;Rural;Total;54,55;751,02;756,23
2021;26;Pernambuco;Privada;Rural;Interior;54,55;751,02;756,23
2021;26;Pernambuco;Total - Estadual e Municipal;Total;Total;27,59;700,07;741,5
2021;26;Pernambuco;Total - Estadual e Municipal;Total;Capital;21,17;679,35;702,47
2021;26;Pernambuco;Total - Estadual e Municipal;Total;Interior;28,5;703;747,01
2021;26;Pernambuco;Total - Estadual e Municipal;Urbana;Total;23,17;693,35;733,61
2021;26;Pernambuco;Total - Estadual e Municipal;Urbana;Capital;21,17;679,35;702,47
2021;26;Pernambuco;Total - Estadual e Municipal;Urbana;Interior;23,53;695,87;739,22
2021;26;Pernambuco;Total - Estadual e Municipal;Rural;Total;46,57;728,94;775,36
2021;26;Pernambuco;Total - Estadual e Municipal;Rural;Interior;46,57;728,94;775,36
2021;26;Pernambuco;Total - Federal, Estadual e Municipal;Total;Total;27,59;700,07;741,5
2021;26;Pernambuco;Total - Federal, Estadual e Municipal;Total;Capital;21,17;679,35;702,47
2021;26;Pernambuco;Total - Federal, Estadual e Municipal;Total;Interior;28,5;703;747,01
2021;26;Pernambuco;Total - Federal, Estadual e Municipal;Urbana;Total;23,17;693,35;733,61
2021;26;Pernambuco;Total - Federal, Estadual e Municipal;Urbana;Capital;21,17;679,35;702,47
2021;26;Pernambuco;Total - Federal, Estadual e Municipal;Urbana;Interior;23,53;695,87;739,22
2021;26;Pernambuco;Total - Federal, Estadual e Municipal;Rural;Total;46,57;728,94;775,36
2021;26;Pernambuco;Total - Federal, Estadual e Municipal;Rural;Interior;46,57;728,94;775,36
2021;22;Piauí;Total - Federal, Estadual, Municipal e Privada;Total;Total;43,6;720,86;731,03
2021;22;Piauí;Total - Federal, Estadual, Municipal e Privada;Total;Capital;64,81;745,27;743,28
2021;22;Piauí;Total - Federal, Estadual, Municipal e Privada;Total;Interior;35,17;711,16;726,16
2021;22;Piauí;Total - Federal, Estadual, Municipal e Privada;Urbana;Total;46,69;723,9;730,72
2021;22;Piauí;Total - Federal, Estadual, Municipal e Privada;Urbana;Capital;65,36;745,56;744,19
2021;22;Piauí;Total - Federal, Estadual, Municipal e Privada;Urbana;Interior;37,76;713,54;724,27
2021;22;Piauí;Total - Federal, Estadual, Municipal e Privada;Rural;Total;29,02;706,49;732,49
2021;22;Piauí;Total - Federal, Estadual, Municipal e Privada;Rural;Capital;56,37;740,71;729,31
2021;22;Piauí;Total - Federal, Estadual, Municipal e Privada;Rural;Interior;25,99;702,71;732,85
2021;22;Piauí;Federal;Total;Total;0;;
2021;22;Piauí;Federal;Total;Capital;0;;
2021;22;Piauí;Federal;Total;Interior;0;;
2021;22;Piauí;Federal;Urbana;Total;0;;
2021;22;Piauí;Federal;Urbana;Capital;0;;
2021;22;Piauí;Federal;Urbana;Interior;0;;
2021;22;Piauí;Federal;Rural;Total;0;;
2021;22;Piauí;Federal;Rural;Interior;0;;
2021;22;Piauí;Estadual;Total;Total;55,81;736,24;740,6
2021;22;Piauí;Estadual;Total;Capital;55,81;736,24;740,6
2021;22;Piauí;Estadual;Total;Interior;0;;
2021;22;Piauí;Estadual;Urbana;Total;55,81;736,24;740,6
2021;22;Piauí;Estadual;Urbana;Capital;55,81;736,24;740,6
2021;22;Piauí;Estadual;Urbana;Interior;0;;
2021;22;Piauí;Estadual;Rural;Total;0;;
2021;22;Piauí;Estadual;Rural;Capital;0;;
2021;22;Piauí;Estadual;Rural;Interior;0;;
2021;22;Piauí;Municipal;Total;Total;37,25;713,69;723,09
2021;22;Piauí;Municipal;Total;Capital;58,02;742,08;729,01
2021;22;Piauí;Municipal;Total;Interior;30,69;704,73;721,22
2021;22;Piauí;Municipal;Urbana;Total;39,38;715,55;720,65
2021;22;Piauí;Municipal;Urbana;Capital;58,18;742,21;728,98
2021;22;Piauí;Municipal;Urbana;Interior;32,2;705,38;717,47
2021;22;Piauí;Municipal;Rural;Total;29,02;706,49;732,49
2021;22;Piauí;Municipal;Rural;Capital;56,37;740,71;729,31
2021;22;Piauí;Municipal;Rural;Interior;25,99;702,71;732,85
2021;22;Piauí;Privada;Total;Total;80,22;762,14;776,94
2021;22;Piauí;Privada;Total;Capital;83,33;754,21;781,38
2021;22;Piauí;Privada;Total;Interior;76,78;770,88;772,05
2021;22;Piauí;Privada;Urbana;Total;80,22;762,14;776,94
2021;22;Piauí;Privada;Urbana;Capital;83,33;754,21;781,38
2021;22;Piauí;Privada;Urbana;Interior;76,78;770,88;772,05
2021;22;Piauí;Privada;Rural;Total;0;;
2021;22;Piauí;Privada;Rural;Interior;0;;
2021;22;Piauí;Total - Estadual e Municipal;Total;Total;37,33;713,79;723,17
2021;22;Piauí;Total - Estadual e Municipal;Total;Capital;57,98;741,97;729,23
2021;22;Piauí;Total - Estadual e Municipal;Total;Interior;30,69;704,73;721,22
2021;22;Piauí;Total - Estadual e Municipal;Urbana;Total;39,47;715,67;720,77
2021;22;Piauí;Total - Estadual e Municipal;Urbana;Capital;58,13;742,08;729,22
2021;22;Piauí;Total - Estadual e Municipal;Urbana;Interior;32,2;705,38;717,47
2021;22;Piauí;Total - Estadual e Municipal;Rural;Total;29,02;706,49;732,49
2021;22;Piauí;Total - Estadual e Municipal;Rural;Capital;56,37;740,71;729,31
2021;22;Piauí;Total - Estadual e Municipal;Rural;Interior;25,99;702,71;732,85
2021;22;Piauí;Total - Federal, Estadual e Municipal;Total;Total;37,33;713,79;723,17
2021;22;Piauí;Total - Federal, Estadual e Municipal;Total;Capital;57,98;741,97;729,23
2021;22;Piauí;Total - Federal, Estadual e Municipal;Total;Interior;30,69;704,73;721,22
2021;22;Piauí;Total - Federal, Estadual e Municipal;Urbana;Total;39,47;715,67;720,77
2021;22;Piauí;Total - Federal, Estadual e Municipal;Urbana;Capital;58,13;742,08;729,22
2021;22;Piauí;Total - Federal, Estadual e Municipal;Urbana;Interior;32,2;705,38;717,47
2021;22;Piauí;Total - Federal, Estadual e Municipal;Rural;Total;29,02;706,49;732,49
2021;22;Piauí;Total - Federal, Estadual e Municipal;Rural;Capital;56,37;740,71;729,31
2021;22;Piauí;Total - Federal, Estadual e Municipal;Rural;Interior;25,99;702,71;732,85
2021;24;Rio Grande do Norte;Total - Federal, Estadual, Municipal e Privada;Total;Total;29,49;710,56;721,73
2021;24;Rio Grande do Norte;Total - Federal, Estadual, Municipal e Privada;Total;Capital;33,07;711,27;715,23
2021;24;Rio Grande do Norte;Total - Federal, Estadual, Municipal e Privada;Total;Interior;28,41;710,35;723,69
2021;24;Rio Grande do Norte;Total - Federal, Estadual, Municipal e Privada;Urbana;Total;31,39;712,77;723,19
2021;24;Rio Grande do Norte;Total - Federal, Estadual, Municipal e Privada;Urbana;Capital;33,07;711,27;715,23
2021;24;Rio Grande do Norte;Total - Federal, Estadual, Municipal e Privada;Urbana;Interior;30,78;713,31;726,09
2021;24;Rio Grande do Norte;Total - Federal, Estadual, Municipal e Privada;Rural;Total;16,98;696,07;712,1
2021;24;Rio Grande do Norte;Total - Federal, Estadual, Municipal e Privada;Rural;Interior;16,98;696,07;712,1
2021;24;Rio Grande do Norte;Federal;Total;Total;76,86;774,91;746,9
2021;24;Rio Grande do Norte;Federal;Total;Capital;76,86;774,91;746,9
2021;24;Rio Grande do Norte;Federal;Total;Interior;0;;
2021;24;Rio Grande do Norte;Federal;Urbana;Total;76,86;774,91;746,9
2021;24;Rio Grande do Norte;Federal;Urbana;Capital;76,86;774,91;746,9
